浙江频道 2026/06/30 更新,#genre#
吉林卫视,http://115.171.216.32:4000/rtp/225.1.8.153:8200
陕西卫视,http://115.171.216.32:4000/rtp/225.1.8.154:8140
山西卫视,http://115.171.216.32:4000/rtp/225.1.8.155:8172
内蒙古卫视,http://115.171.216.32:4000/rtp/225.1.8.156:8176
青海卫视,http://115.171.216.32:4000/rtp/225.1.8.157:8184
海南卫视,http://115.171.216.32:4000/rtp/225.1.8.158:8304
宁夏卫视,http://115.171.216.32:4000/rtp/225.1.8.159:8124
西藏卫视,http://115.171.216.32:4000/rtp/225.1.8.160:8164
新疆卫视,http://115.171.216.32:4000/rtp/225.1.8.161:8160
甘肃卫视,http://115.171.216.32:4000/rtp/225.1.8.162:8188
厦门卫视,http://115.171.216.32:4000/rtp/225.1.8.166:4120
兵团卫视,http://115.171.216.32:4000/rtp/225.1.8.167:4120
山东教育卫视,http://115.171.216.32:4000/rtp/225.1.8.190:4120
三沙卫视,http://115.171.216.32:4000/rtp/225.1.8.78:4120
CETV1,http://115.171.216.32:4000/udp/225.1.8.32:8152
金鹰纪实,http://115.171.216.32:4000/rtp/225.1.8.31:8156
快乐垂钓,http://115.171.216.32:4000/rtp/225.1.8.71:8002
茶频道,http://115.171.216.32:4000/rtp/225.1.8.72:8002
华数少儿动画,http://115.171.216.32:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.32:4000/rtp/225.1.8.240:4120
华数喜剧影院,http://115.171.216.32:4000/rtp/225.1.8.251:4120
华数动作影院,http://115.171.216.32:4000/rtp/225.1.8.252:4120
华数家庭影院,http://115.171.216.32:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.32:4000/rtp/225.1.8.254:4120
华数精选,http://115.171.216.32:4000/rtp/225.1.8.234:4120
华数经典电影,http://115.171.216.32:4000/rtp/225.1.8.203:9024
华数爱上4K电影,http://115.171.216.32:4000/rtp/225.1.8.80:2000
华数热播剧场,http://115.171.216.32:4000/rtp/225.1.8.202:9020
华数魅力时尚,http://115.171.216.32:4000/rtp/225.1.8.204:9012
华数城市剧场,http://115.171.216.32:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.32:4000/rtp/225.1.8.228:4120
华数古装剧场,http://115.171.216.32:4000/rtp/225.1.8.229:4120
武侠剧场,http://115.171.216.32:4000/rtp/225.1.8.250:4120
重温经典,http://115.171.216.32:4000/rtp/225.1.8.39:8002
光影,http://115.171.216.32:4000/rtp/225.1.8.244:4120
高网,http://115.171.216.32:4000/rtp/225.1.8.248:4120
IPTV收视指南,http://115.171.216.32:4000/rtp/225.1.8.201:8012
IPTV地理,http://115.171.216.32:4000/rtp/225.1.8.231:4120
IPTV美妆,http://115.171.216.32:4000/rtp/225.1.8.232:4120
IPTV好学生,http://115.171.216.32:4000/rtp/225.1.8.241:4120
IPTV国学,http://115.171.216.32:4000/rtp/225.1.8.237:4120
IPTV美人,http://115.171.216.32:4000/rtp/225.1.8.233:4120
IPTV5足球,http://115.171.216.32:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.32:4000/rtp/225.1.8.236:4120
IPTV10解密,http://115.171.216.32:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.32:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.32:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.32:4000/rtp/225.1.8.230:4120
IPTV鉴赏,http://115.171.216.32:4000/rtp/225.1.8.242:4120
IPTV墨宝,http://115.171.216.32:4000/rtp/225.1.8.243:4120
IPTV爱生活,http://115.171.216.32:4000/rtp/225.1.8.246:4120
IPTV武术,http://115.171.216.32:4000/rtp/225.1.8.247:4120
台球,http://115.171.216.32:4000/rtp/225.1.8.245:4120
CETV2,http://115.171.216.32:4000/rtp/225.1.8.193:4120
CETV4,http://115.171.216.32:4000/rtp/225.1.8.195:4120
CGTN英语,http://115.171.216.32:4000/rtp/225.1.8.116:8056
金鹰卡通,http://115.171.216.32:4000/rtp/225.1.8.163:9252
嘉佳卡通,http://115.171.216.32:4000/rtp/225.1.8.170:9268
聚鲨环球精选,http://115.171.216.32:4000/udp/225.1.8.58:8002
CCTV-1综合,http://115.171.216.32:4000/rtp/225.1.8.33:8002
CCTV-1综合,http://115.171.216.32:4000/rtp/225.1.8.53:8060
CCTV-1综合,http://115.171.216.32:4000/rtp/225.1.8.81:8176
CCTV-1综合,http://115.171.216.32:4000/rtp/225.1.8.126:8002
CCTV-1综合,http://115.171.216.32:4000/rtp/225.1.8.194:4120
CCTV-1综合,http://115.171.216.32:4000/rtp/225.1.8.210:8068
北京电信-组播2,#genre#
北京卫视,http://115.171.216.46:4000/rtp/225.1.8.21:8002
北京文艺频道,http://115.171.216.46:4000/udp/225.1.8.22:8002
北京纪实科教,http://115.171.216.46:4000/udp/225.1.8.105:8002
北京影视频道,http://115.171.216.46:4000/udp/225.1.8.82:8000
北京财经频道,http://115.171.216.46:4000/udp/225.1.8.106:8002
北京体育休闲,http://115.171.216.46:4000/udp/225.1.8.23:8002
北京生活频道,http://115.171.216.46:4000/udp/225.1.8.108:8002
北京新闻频道,http://115.171.216.46:4000/udp/225.1.8.83:8000
北京卡酷少儿,http://115.171.216.46:4000/udp/225.1.8.35:8000
北京国际频道,http://115.171.216.46:4000/rtp/225.1.8.131:8002
北京卫视4K超高清,http://115.171.216.46:4000/udp/225.1.8.120:8002
北京卫视4K超高清,http://115.171.216.46:4000/rtp/225.1.8.128:8002
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.1:8008
CCTV-2财经,http://115.171.216.46:4000/rtp/225.1.8.2:8084
CCTV-3综艺,http://115.171.216.46:4000/rtp/225.1.8.88:8000
CCTV-4中文国际,http://115.171.216.46:4000/rtp/225.1.8.4:8092
CCTV-5体育,http://115.171.216.46:4000/rtp/225.1.8.89:8000
CCTV-5+体育赛事,http://115.171.216.46:4000/rtp/225.1.8.20:8004
CCTV-6电影,http://115.171.216.46:4000/rtp/225.1.8.84:8000
CCTV-7国防军事,http://115.171.216.46:4000/rtp/225.1.8.7:8104
CCTV-8电视剧,http://115.171.216.46:4000/rtp/225.1.8.85:8000
CCTV-9纪录,http://115.171.216.46:4000/rtp/225.1.8.9:8112
CCTV-10科教,http://115.171.216.46:4000/rtp/225.1.8.10:8116
CCTV-11戏曲,http://115.171.216.46:4000/rtp/225.1.8.73:8120
CCTV-12社会与法,http://115.171.216.46:4000/rtp/225.1.8.12:8124
CCTV-13新闻,http://115.171.216.46:4000/rtp/225.1.8.168:8130
CCTV-14少儿,http://115.171.216.46:4000/rtp/225.1.8.14:8132
CCTV-15音乐,http://115.171.216.46:4000/rtp/225.1.8.74:8136
CCTV-17农业农村,http://115.171.216.46:4000/rtp/225.1.8.17:8144
北京IPTV淘BABY,http://115.171.216.46:4000/rtp/225.1.8.36:8002
北京IPTV淘剧场,http://115.171.216.46:4000/rtp/225.1.8.37:8002
北京IPTV淘电影,http://115.171.216.46:4000/rtp/225.1.8.38:8002
北京IPTV淘娱乐,http://115.171.216.46:4000/rtp/225.1.8.61:8002
北京IPTV萌宠TV,http://115.171.216.46:4000/rtp/225.1.8.63:8002
北京IPTV4K超清,http://115.171.216.46:4000/rtp/225.1.8.211:8002
房山电视台,http://115.171.216.46:4000/rtp/225.1.8.68:8002
朝阳融媒,http://115.171.216.46:4000/rtp/225.1.8.69:8002
密云电视台,http://115.171.216.46:4000/rtp/225.1.8.75:8002
湖南卫视,http://115.171.216.46:4000/udp/225.1.8.41:8012
深圳卫视,http://115.171.216.46:4000/udp/225.1.8.43:8020
江苏卫视,http://115.171.216.46:4000/udp/225.1.8.44:8028
东方卫视,http://115.171.216.46:4000/udp/225.1.8.45:8032
浙江卫视,http://115.171.216.46:4000/udp/225.1.8.46:8036
湖北卫视,http://115.171.216.46:4000/udp/225.1.8.47:8044
天津卫视,http://115.171.216.46:4000/udp/225.1.8.48:8044
广东卫视,http://115.171.216.46:4000/udp/225.1.8.49:8048
山东卫视,http://115.171.216.46:4000/udp/225.1.8.50:8052
辽宁卫视,http://115.171.216.46:4000/udp/225.1.8.51:8056
安徽卫视,http://115.171.216.46:4000/udp/225.1.8.52:8064
河北卫视,http://115.171.216.46:4000/udp/225.1.8.76:8002
贵州卫视,http://115.171.216.46:4000/udp/225.1.8.77:8076
东南卫视,http://115.171.216.46:4000/udp/225.1.8.79:8148
江西卫视,http://115.171.216.46:4000/udp/225.1.8.171:8166
重庆卫视,http://115.171.216.46:4000/udp/225.1.8.172:8162
江西卫视,http://115.171.216.46:4000/rtp/225.1.1.9:8164
黑龙江卫视,http://115.171.216.46:4000/udp/225.1.8.42:8016
云南卫视,http://115.171.216.46:4000/rtp/225.1.8.139:8108
河南卫视,http://115.171.216.46:4000/rtp/225.1.8.140:8128
四川卫视,http://115.171.216.46:4000/rtp/225.1.8.142:8288
广西卫视,http://115.171.216.46:4000/rtp/225.1.8.152:8300
吉林卫视,http://115.171.216.46:4000/rtp/225.1.8.153:8200
陕西卫视,http://115.171.216.46:4000/rtp/225.1.8.154:8140
山西卫视,http://115.171.216.46:4000/rtp/225.1.8.155:8172
内蒙古卫视,http://115.171.216.46:4000/rtp/225.1.8.156:8176
青海卫视,http://115.171.216.46:4000/rtp/225.1.8.157:8184
海南卫视,http://115.171.216.46:4000/rtp/225.1.8.158:8304
宁夏卫视,http://115.171.216.46:4000/rtp/225.1.8.159:8124
西藏卫视,http://115.171.216.46:4000/rtp/225.1.8.160:8164
新疆卫视,http://115.171.216.46:4000/rtp/225.1.8.161:8160
甘肃卫视,http://115.171.216.46:4000/rtp/225.1.8.162:8188
厦门卫视,http://115.171.216.46:4000/rtp/225.1.8.166:4120
兵团卫视,http://115.171.216.46:4000/rtp/225.1.8.167:4120
山东教育卫视,http://115.171.216.46:4000/rtp/225.1.8.190:4120
三沙卫视,http://115.171.216.46:4000/rtp/225.1.8.78:4120
CETV1,http://115.171.216.46:4000/udp/225.1.8.32:8152
金鹰纪实,http://115.171.216.46:4000/rtp/225.1.8.31:8156
快乐垂钓,http://115.171.216.46:4000/rtp/225.1.8.71:8002
茶频道,http://115.171.216.46:4000/rtp/225.1.8.72:8002
华数少儿动画,http://115.171.216.46:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.46:4000/rtp/225.1.8.240:4120
华数喜剧影院,http://115.171.216.46:4000/rtp/225.1.8.251:4120
华数动作影院,http://115.171.216.46:4000/rtp/225.1.8.252:4120
华数家庭影院,http://115.171.216.46:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.46:4000/rtp/225.1.8.254:4120
华数精选,http://115.171.216.46:4000/rtp/225.1.8.234:4120
华数经典电影,http://115.171.216.46:4000/rtp/225.1.8.203:9024
华数爱上4K电影,http://115.171.216.46:4000/rtp/225.1.8.80:2000
华数热播剧场,http://115.171.216.46:4000/rtp/225.1.8.202:9020
华数魅力时尚,http://115.171.216.46:4000/rtp/225.1.8.204:9012
华数城市剧场,http://115.171.216.46:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.46:4000/rtp/225.1.8.228:4120
华数古装剧场,http://115.171.216.46:4000/rtp/225.1.8.229:4120
武侠剧场,http://115.171.216.46:4000/rtp/225.1.8.250:4120
重温经典,http://115.171.216.46:4000/rtp/225.1.8.39:8002
光影,http://115.171.216.46:4000/rtp/225.1.8.244:4120
高网,http://115.171.216.46:4000/rtp/225.1.8.248:4120
IPTV收视指南,http://115.171.216.46:4000/rtp/225.1.8.201:8012
IPTV地理,http://115.171.216.46:4000/rtp/225.1.8.231:4120
IPTV美妆,http://115.171.216.46:4000/rtp/225.1.8.232:4120
IPTV好学生,http://115.171.216.46:4000/rtp/225.1.8.241:4120
IPTV国学,http://115.171.216.46:4000/rtp/225.1.8.237:4120
IPTV美人,http://115.171.216.46:4000/rtp/225.1.8.233:4120
IPTV5足球,http://115.171.216.46:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.46:4000/rtp/225.1.8.236:4120
IPTV10解密,http://115.171.216.46:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.46:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.46:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.46:4000/rtp/225.1.8.230:4120
IPTV鉴赏,http://115.171.216.46:4000/rtp/225.1.8.242:4120
IPTV墨宝,http://115.171.216.46:4000/rtp/225.1.8.243:4120
IPTV爱生活,http://115.171.216.46:4000/rtp/225.1.8.246:4120
IPTV武术,http://115.171.216.46:4000/rtp/225.1.8.247:4120
台球,http://115.171.216.46:4000/rtp/225.1.8.245:4120
CETV2,http://115.171.216.46:4000/rtp/225.1.8.193:4120
CETV4,http://115.171.216.46:4000/rtp/225.1.8.195:4120
CGTN英语,http://115.171.216.46:4000/rtp/225.1.8.116:8056
金鹰卡通,http://115.171.216.46:4000/rtp/225.1.8.163:9252
嘉佳卡通,http://115.171.216.46:4000/rtp/225.1.8.170:9268
聚鲨环球精选,http://115.171.216.46:4000/udp/225.1.8.58:8002
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.33:8002
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.53:8060
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.81:8176
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.126:8002
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.194:4120
CCTV-1综合,http://115.171.216.46:4000/rtp/225.1.8.210:8068
北京电信-组播3,#genre#
陕西电信-组播1,#genre#
陕西电信-组播2,#genre#
陕西电信-组播3,#genre#
广西电信-组播1,#genre#
广西电信-组播2,#genre#
广西电信-组播3,#genre#
贵州电信-组播1,#genre#
贵州电信-组播2,#genre#
贵州电信-组播3,#genre#
山西联通-组播1,#genre#
山西联通-组播2,#genre#
山西联通-组播3,#genre#
重庆电信-组播1,#genre#
重庆电信-组播2,#genre#
重庆电信-组播3,#genre#
海南电信-组播1,#genre#
海南电信-组播2,#genre#
海南电信-组播3,#genre#
吉林电信-组播1,#genre#
吉林篮球,http://36.49.50.4:8800/rtp/239.37.0.212:5540
吉林篮球,http://36.49.50.4:8800/rtp/239.37.0.216:5540
吉林教育,http://36.49.50.4:8800/rtp/239.37.0.126:5540
CCTV-1综合,http://36.49.50.4:8800/rtp/239.37.0.235:5540
CCTV-1综合,http://36.49.50.4:8800/rtp/239.37.0.224:5540
CCTV-1综合,http://36.49.50.4:8800/rtp/239.37.0.149:5540
CCTV-1综合,http://36.49.50.4:8800/rtp/239.37.0.224:5540
CCTV-1综合,http://36.49.50.4:8800/rtp/239.37.0.152:5540
CCTV-3综艺,http://36.49.50.4:8800/rtp/239.37.0.231:5540
CCTV-5体育,http://36.49.50.4:8800/rtp/239.37.0.232:5540
CCTV-5+体育赛事,http://36.49.50.4:8800/rtp/239.37.0.121:5540
CCTV-6电影,http://36.49.50.4:8800/rtp/239.37.0.233:5540
CCTV-8电视剧,http://36.49.50.4:8800/rtp/239.37.0.234:5540
CHC动作电影,http://36.49.50.4:8800/rtp/239.37.0.186:5540
CHC影迷电影,http://36.49.50.4:8800/rtp/239.37.0.187:5540
CHC家庭影院,http://36.49.50.4:8800/rtp/239.37.0.188:5540
长影频道,http://36.49.50.4:8800/rtp/239.37.0.125:5540
CCTV电视指南,http://36.49.50.4:8800/rtp/239.37.0.115:5540
CCTV高尔夫网球,http://36.49.50.4:8800/rtp/239.37.0.230:5540
CCTV卫生健康,http://36.49.50.4:8800/rtp/239.37.0.229:5540
CCTV风云剧场,http://36.49.50.4:8800/rtp/239.37.0.114:5540
CCTV央视台球,http://36.49.50.4:8800/rtp/239.37.0.163:5540
北京卫视4K超高清,http://36.49.50.4:8800/rtp/239.37.0.109:5540
海南卫视,http://36.49.50.4:8800/rtp/239.37.0.102:5540
青海卫视,http://36.49.50.4:8800/rtp/239.37.0.104:5540
陕西卫视,http://36.49.50.4:8800/rtp/239.37.0.103:5540
北京纪实科教,http://36.49.50.4:8800/rtp/239.37.0.101:5540
上海都市剧场,http://36.49.50.4:8800/rtp/239.37.0.241:5540
上海生活时尚,http://36.49.50.4:8800/rtp/239.37.0.240:5540
上海法治天地,http://36.49.50.4:8800/rtp/239.37.0.238:5540
上海金色学堂,http://36.49.50.4:8800/rtp/239.37.0.239:5540
上海动漫秀场,http://36.49.50.4:8800/rtp/239.37.0.242:5540
上海游戏风云,http://36.49.50.4:8800/rtp/239.37.0.243:5540
上海乐游频道,http://36.49.50.4:8800/rtp/239.37.0.236:5540
金鹰纪实,http://36.49.50.4:8800/rtp/239.37.0.161:5540
快乐垂钓,http://36.49.50.4:8800/rtp/239.37.0.244:5540
茶频道,http://36.49.50.4:8800/rtp/239.37.0.245:5540
河南梨园频道,http://36.49.50.4:8800/rtp/239.37.0.228:5540
中国交通,http://36.49.50.4:8800/rtp/239.37.0.226:5540
BesTV游戏,http://36.49.50.4:8800/rtp/239.37.0.162:5540
咪咕体育,http://36.49.50.4:8800/rtp/239.37.0.194:5540
CETV1,http://36.49.50.4:8800/rtp/239.37.0.193:5540
环球奇观,http://36.49.50.4:8800/rtp/239.37.0.105:5540
优优宝贝,http://36.49.50.4:8800/rtp/239.37.0.107:5540
新动漫,http://36.49.50.4:8800/rtp/239.37.0.106:5540
扶余电视台,http://36.49.50.4:8800/rtp/239.37.0.180:5540
延边卫视,http://36.49.50.4:8800/rtp/239.37.0.116:5540
延边TV1,http://36.49.50.4:8800/rtp/239.37.0.248:5540
延边TV2,http://36.49.50.4:8800/rtp/239.37.0.249:5540
TTV洮南1,http://36.49.50.4:8800/rtp/239.37.0.218:5540
农安综合,http://36.49.50.4:8800/rtp/239.37.0.144:5540
生活频道,http://36.49.50.4:8800/rtp/239.37.0.129:5540
新闻综合,http://36.49.50.4:8800/rtp/239.37.0.250:5540
民生社会,http://36.49.50.4:8800/rtp/239.37.0.251:5540
松原综合频道,http://36.49.50.4:8800/rtp/239.37.0.246:5540
松原生活频道,http://36.49.50.4:8800/rtp/239.37.0.247:5540
白山新闻综合1,http://36.49.50.4:8800/rtp/239.37.0.137:5540
白山旅游生活2,http://36.49.50.4:8800/rtp/239.37.0.138:5540
四平1,http://36.49.50.4:8800/rtp/239.37.0.130:5540
四平2,http://36.49.50.4:8800/rtp/239.37.0.131:5540
TTV1,http://36.49.50.4:8800/rtp/239.37.0.132:5540
TTV2,http://36.49.50.4:8800/rtp/239.37.0.133:5540
TTV3,http://36.49.50.4:8800/rtp/239.37.0.134:5540
磐石综合频道,http://36.49.50.4:8800/rtp/239.37.0.164:5540
图门电视台,http://36.49.50.4:8800/rtp/239.37.0.166:5540
未知,http://36.49.50.4:8800/rtp/239.37.0.165:5540
梨树新闻,http://36.49.50.4:8800/rtp/239.37.0.168:5540
tv1,http://36.49.50.4:8800/rtp/239.37.0.167:5540
综合纪实,http://36.49.50.4:8800/rtp/239.37.0.170:5540
双辽,http://36.49.50.4:8800/rtp/239.37.0.169:5540
未知综合,http://36.49.50.4:8800/rtp/239.37.0.172:5540
未知TV,http://36.49.50.4:8800/rtp/239.37.0.171:5540
梅河口电视台,http://36.49.50.4:8800/rtp/239.37.0.173:5540
未知地方综合,http://36.49.50.4:8800/rtp/239.37.0.175:5540
DFTV综合,http://36.49.50.4:8800/rtp/239.37.0.179:5540
乾安综合,http://36.49.50.4:8800/rtp/239.37.0.181:5540
未知电视台,http://36.49.50.4:8800/rtp/239.37.0.220:5540
吉林电信-组播2,#genre#
吉林电信-组播3,#genre#
云南电信-组播1,#genre#
云南卫视,http://106.59.2.32:55555/rtp/239.200.200.145:8840
云南都市频道,http://106.59.2.32:55555/rtp/239.200.200.12:8844
云南娱乐频道,http://106.59.2.32:55555/rtp/239.200.200.13:8848
云南影视频道,http://106.59.2.32:55555/rtp/239.200.200.15:8856
云南康旅频道,http://106.59.2.32:55555/rtp/239.200.200.31:8860
云南少儿频道,http://106.59.2.32:55555/rtp/239.200.200.32:8864
澜湄国际频道,http://106.59.2.32:55555/rtp/239.200.200.33:8024
云南4K频道,http://106.59.2.32:55555/rtp/239.200.200.178:8884
楚雄新闻频道,http://106.59.2.32:55555/rtp/239.200.200.116:8708
禄丰市电视台,http://106.59.2.32:55555/rtp/239.200.200.163:8798
CCTV-1综合,http://106.59.2.32:55555/udp/239.200.201.135:8880
CCTV-1综合,http://106.59.2.32:55555/udp/239.200.200.70:8008
CCTV-1综合,http://106.59.2.32:55555/udp/239.200.200.95:8044
CCTV-1综合,http://106.59.2.32:55555/rtp/239.200.200.2:8080
CCTV-1综合,http://106.59.2.32:55555/rtp/239.200.200.14:8852
CCTV-1综合,http://106.59.2.32:55555/rtp/239.200.201.45:8800
CCTV-1综合,http://106.59.2.32:55555/rtp/239.200.200.117:8712
CCTV-2财经,http://106.59.2.32:55555/udp/239.200.200.104:8084
CCTV-3综艺,http://106.59.2.32:55555/udp/239.200.200.18:9008
CCTV-4中文国际,http://106.59.2.32:55555/udp/239.200.200.128:8652
CCTV-5体育,http://106.59.2.32:55555/udp/239.200.200.20:9016
CCTV-5+体育赛事,http://106.59.2.32:55555/rtp/239.200.200.9:8004
CCTV-6电影,http://106.59.2.32:55555/rtp/239.200.200.21:9020
CCTV-7国防军事,http://106.59.2.32:55555/udp/239.200.200.105:8104
CCTV-8电视剧,http://106.59.2.32:55555/udp/239.200.200.23:9028
CCTV-9纪录,http://106.59.2.32:55555/udp/239.200.200.106:8112
CCTV-10科教,http://106.59.2.32:55555/rtp/239.200.200.107:8116
CCTV-11戏曲,http://106.59.2.32:55555/rtp/239.200.201.125:8480
CCTV-12社会与法,http://106.59.2.32:55555/udp/239.200.200.108:8124
CCTV-13新闻,http://106.59.2.32:55555/udp/239.200.201.170:8620
CCTV-14少儿,http://106.59.2.32:55555/udp/239.200.200.109:8132
CCTV-15音乐,http://106.59.2.32:55555/rtp/239.200.201.112:8496
CCTV-16奥林匹克,http://106.59.2.32:55555/rtp/239.200.200.193:8776
CCTV-16奥林匹克4K,http://106.59.2.32:55555/rtp/239.200.200.194:8780
CCTV-17农业农村,http://106.59.2.32:55555/rtp/239.200.201.128:8504
CHC动作电影,http://106.59.2.32:55555/rtp/239.200.201.31:8144
CHC影迷电影,http://106.59.2.32:55555/rtp/239.200.201.34:8148
CHC家庭影院,http://106.59.2.32:55555/rtp/239.200.201.30:8140
CCTV第一剧场,http://106.59.2.32:55555/rtp/239.200.200.82:8004
CCTV电视指南,http://106.59.2.32:55555/rtp/239.200.200.83:8000
CCTV风云剧场,http://106.59.2.32:55555/rtp/239.200.200.84:8016
CCTV怀旧剧场,http://106.59.2.32:55555/rtp/239.200.200.85:8032
CCTV风云音乐,http://106.59.2.32:55555/rtp/239.200.200.86:8008
CCTV风云足球,http://106.59.2.32:55555/rtp/239.200.200.88:8020
CCTV高尔夫网球,http://106.59.2.32:55555/rtp/239.200.200.89:8024
CCTV兵器科技,http://106.59.2.32:55555/rtp/239.200.200.91:8036
CCTV央视文化精品,http://106.59.2.32:55555/rtp/239.200.200.92:8028
CCTV女性时尚,http://106.59.2.32:55555/rtp/239.200.200.100:8084
CCTV世界地理,http://106.59.2.32:55555/rtp/239.200.200.130:8012
CCTV央视台球,http://106.59.2.32:55555/rtp/239.200.200.135:8076
CCTV4K超高清,http://106.59.2.32:55555/rtp/239.200.200.202:8784
安徽卫视,http://106.59.2.32:55555/udp/239.200.200.129:8720
北京卫视,http://106.59.2.32:55555/rtp/239.200.200.5:8024
东方卫视,http://106.59.2.32:55555/udp/239.200.200.8:8032
浙江卫视,http://106.59.2.32:55555/udp/239.200.200.141:8724
湖北卫视,http://106.59.2.32:55555/rtp/239.200.200.68:8772
湖南卫视,http://106.59.2.32:55555/rtp/239.200.200.6:8012
吉林卫视,http://106.59.2.32:55555/udp/239.200.201.127:8792
江苏卫视,http://106.59.2.32:55555/udp/239.200.200.7:8028
江西卫视,http://106.59.2.32:55555/udp/239.200.201.79:8876
深圳卫视,http://106.59.2.32:55555/rtp/239.200.200.67:8776
四川卫视,http://106.59.2.32:55555/udp/239.200.201.137:8796
东南卫视,http://106.59.2.32:55555/udp/239.200.201.69:8764
甘肃卫视,http://106.59.2.32:55555/udp/239.200.200.186:8356
广东卫视,http://106.59.2.32:55555/udp/239.200.201.35:8768
山东卫视,http://106.59.2.32:55555/rtp/239.200.200.168:8748
贵州卫视,http://106.59.2.32:55555/udp/239.200.201.119:8788
海南卫视,http://106.59.2.32:55555/udp/239.200.201.159:8408
河南卫视,http://106.59.2.32:55555/udp/239.200.201.158:8412
天津卫视,http://106.59.2.32:55555/udp/239.200.200.69:1234
黑龙江卫视,http://106.59.2.32:55555/rtp/239.200.200.66:8016
辽宁卫视,http://106.59.2.32:55555/udp/239.200.200.167:8736
内蒙卫视,http://106.59.2.32:55555/rtp/239.200.200.57:8296
广西卫视,http://106.59.2.32:55555/rtp/239.200.200.53:8280
重庆卫视,http://106.59.2.32:55555/rtp/239.200.200.49:8264
宁夏卫视,http://106.59.2.32:55555/rtp/239.200.200.60:8308
青海卫视,http://106.59.2.32:55555/rtp/239.200.200.58:8300
山西卫视,http://106.59.2.32:55555/rtp/239.200.200.56:8292
陕西卫视,http://106.59.2.32:55555/rtp/239.200.200.55:8288
新疆卫视,http://106.59.2.32:55555/rtp/239.200.200.62:8316
西藏卫视,http://106.59.2.32:55555/rtp/239.200.200.61:8312
三沙卫视,http://106.59.2.32:55555/rtp/239.200.201.136:8140
山东教育卫视,http://106.59.2.32:55555/rtp/239.200.201.77:8132
CCTV-4美洲,http://106.59.2.32:55555/rtp/239.200.201.181:4220
CCTV-4欧洲,http://106.59.2.32:55555/rtp/239.200.201.180:4220
CETV1,http://106.59.2.32:55555/udp/239.200.201.49:8756
CETV2,http://106.59.2.32:55555/rtp/239.200.201.121:8780
CETV4,http://106.59.2.32:55555/rtp/239.200.201.122:8784
CGTN英语,http://106.59.2.32:55555/udp/239.200.200.30:8500
CGTN英语,http://106.59.2.32:55555/udp/239.200.201.182:4220
CGTN纪录,http://106.59.2.32:55555/udp/239.200.201.183:4220
CGTN阿拉伯语,http://106.59.2.32:55555/udp/239.200.201.186:4220
CGTN俄语,http://106.59.2.32:55555/udp/239.200.201.187:4220
CGTN西班牙语,http://106.59.2.32:55555/udp/239.200.201.184:4220
CGTN法语,http://106.59.2.32:55555/rtp/239.200.201.185:4220
北京纪实科教,http://106.59.2.32:55555/rtp/239.200.200.147:8728
金鹰纪实,http://106.59.2.32:55555/rtp/239.200.201.126:8840
金鹰卡通,http://106.59.2.32:55555/rtp/239.200.200.65:8328
快乐垂钓,http://106.59.2.32:55555/rtp/239.200.200.103:8400
茶频道,http://106.59.2.32:55555/rtp/239.200.201.36:8404
河南梨园频道,http://106.59.2.32:55555/rtp/239.200.200.101:8048
河南文物宝库,http://106.59.2.32:55555/rtp/239.200.200.96:8112
河南武术世界,http://106.59.2.32:55555/rtp/239.200.200.90:8064
中国交通,http://106.59.2.32:55555/udp/239.200.201.138:8556
华数电影1,http://106.59.2.32:55555/udp/239.200.200.77:9016
华数电影2,http://106.59.2.32:55555/udp/239.200.200.73:9024
华数电视剧1,http://106.59.2.32:55555/rtp/239.200.200.72:9020
华数电视剧2,http://106.59.2.32:55555/udp/239.200.200.74:9012
华数电视剧3,http://106.59.2.32:55555/udp/239.200.200.11:8072
华数电视剧4,http://106.59.2.32:55555/rtp/239.200.200.78:1234
华数动漫,http://106.59.2.32:55555/rtp/239.200.200.75:9000
先锋乒羽,http://106.59.2.32:55555/rtp/239.200.201.33:4120
卡酷少儿,http://106.59.2.32:55555/rtp/239.200.200.64:8324
新动漫,http://106.59.2.32:55555/rtp/239.200.201.32:4120
重庆汽摩,http://106.59.2.32:55555/rtp/239.200.200.98:8052
